year,sex,name,n,prop
2017,F,LAURENCE,210,1.21
2018,F,LAURENCE,183,1.1
1980,F,LAURIE,43,1.12
1981,F,LAURIE,49,1.08
1982,F,LAURIE,58,1.28
1983,F,LAURIE,54,1.14
1984,F,LAURIE,81,1.6
1985,F,LAURIE,89,1.74
1986,F,LAURIE,92,1.63
1987,F,LAURIE,101,1.7
1988,F,LAURIE,99,1.53
1989,F,LAURIE,118,1.66
1990,F,LAURIE,137,1.6
1991,F,LAURIE,172,1.79
1992,F,LAURIE,199,1.93
1993,F,LAURIE,230,2.15
1994,F,LAURIE,244,2.13
1995,F,LAURIE,269,2.23
1996,F,LAURIE,260,2.08
1997,F,LAURIE,253,2.04
1998,F,LAURIE,364,2.91
1999,F,LAURIE,416,3.26
2000,F,LAURIE,436,3.4
2001,F,LAURIE,433,3.09
2002,F,LAURIE,447,3.16
2003,F,LAURIE,329,2.2
2004,F,LAURIE,259,1.7
2005,F,LAURIE,260,1.63
2006,F,LAURIE,328,1.9
2007,F,LAURIE,217,1.22
2008,F,LAURIE,273,1.45
2009,F,LAURIE,217,1.14
2010,F,LAURIE,174,0.92
2011,F,LAURIE,197,1.03
2012,F,LAURIE,190,0.98
2013,F,LAURIE,198,1.04
2014,F,LAURIE,202,1.05
2015,F,LAURIE,196,1.05
2016,F,LAURIE,144,0.79
2017,F,LAURIE,130,0.75
2018,F,LAURIE,123,0.74
1980,F,LEA,11,0.29
1981,F,LEA,12,0.26
1982,F,LEA,12,0.27
1983,F,LEA,14,0.3
1984,F,LEA,22,0.43
1985,F,LEA,16,0.31
1986,F,LEA,25,0.44
1987,F,LEA,27,0.46
1988,F,LEA,35,0.54
1989,F,LEA,49,0.69
1990,F,LEA,67,0.78
1991,F,LEA,67,0.7
1992,F,LEA,93,0.9
1993,F,LEA,70,0.65
1994,F,LEA,96,0.84
1995,F,LEA,77,0.64
1996,F,LEA,129,1.03
1997,F,LEA,108,0.87
1998,F,LEA,130,1.04
1999,F,LEA,143,1.12
2000,F,LEA,157,1.22
2001,F,LEA,230,1.64
2002,F,LEA,293,2.07
2003,F,LEA,371,2.48
2004,F,LEA,621,4.07
2005,F,LEA,575,3.6
2006,F,LEA,573,3.33
2007,F,LEA,472,2.65
2008,F,LEA,467,2.49
2009,F,LEA,466,2.45
2010,F,LEA,468,2.48
2011,F,LEA,460,2.4
2012,F,LEA,484,2.51
2013,F,LEA,636,3.34
2014,F,LEA,579,3.02
2015,F,LEA,540,2.9
2016,F,LEA,517,2.84
2017,F,LEA,557,3.21
2018,F,LEA,473,2.84
1980,F,LEA-ROSE,0,0
1981,F,LEA-ROSE,0,0
1982,F,LEA-ROSE,0,0
1983,F,LEA-ROSE,0,0
1984,F,LEA-ROSE,0,0
1985,F,LEA-ROSE,0,0
1986,F,LEA-ROSE,0,0
1987,F,LEA-ROSE,0,0
1988,F,LEA-ROSE,0,0
1989,F,LEA-ROSE,0,0
1990,F,LEA-ROSE,0,0
1991,F,LEA-ROSE,0,0
1992,F,LEA-ROSE,0,0
1993,F,LEA-ROSE,0,0
1994,F,LEA-ROSE,0,0
1995,F,LEA-ROSE,0,0
1996,F,LEA-ROSE,0,0
1997,F,LEA-ROSE,0,0
1998,F,LEA-ROSE,0,0
1999,F,LEA-ROSE,0,0
2000,F,LEA-ROSE,1,0.01
2001,F,LEA-ROSE,2,0.01
2002,F,LEA-ROSE,5,0.04
2003,F,LEA-ROSE,2,0.01
2004,F,LEA-ROSE,29,0.19
2005,F,LEA-ROSE,35,0.22
2006,F,LEA-ROSE,57,0.33
2007,F,LEA-ROSE,49,0.27
2008,F,LEA-ROSE,62,0.33
2009,F,LEA-ROSE,91,0.48
2010,F,LEA-ROSE,86,0.46
2011,F,LEA-ROSE,102,0.53
2012,F,LEA-ROSE,107,0.55
2013,F,LEA-ROSE,94,0.49
2014,F,LEA-ROSE,84,0.44
2015,F,LEA-ROSE,75,0.4
2016,F,LEA-ROSE,81,0.45
2017,F,LEA-ROSE,77,0.44
2018,F,LEA-ROSE,61,0.37
1980,F,LEANNE,1,0.03
1981,F,LEANNE,5,0.11
1982,F,LEANNE,4,0.09
1983,F,LEANNE,3,0.06
1984,F,LEANNE,3,0.06
1985,F,LEANNE,5,0.1
1986,F,LEANNE,8,0.14
1987,F,LEANNE,3,0.05
1988,F,LEANNE,5,0.08
1989,F,LEANNE,5,0.07
1990,F,LEANNE,4,0.05
1991,F,LEANNE,9,0.09
1992,F,LEANNE,12,0.12
1993,F,LEANNE,16,0.15
1994,F,LEANNE,5,0.04
1995,F,LEANNE,13,0.11
1996,F,LEANNE,15,0.12
1997,F,LEANNE,17,0.14
1998,F,LEANNE,23,0.18
1999,F,LEANNE,25,0.2
2000,F,LEANNE,33,0.26
2001,F,LEANNE,65,0.46
2002,F,LEANNE,66,0.47
2003,F,LEANNE,103,0.69
2004,F,LEANNE,125,0.82
2005,F,LEANNE,178,1.11
2006,F,LEANNE,168,0.98
2007,F,LEANNE,152,0.85
2008,F,LEANNE,156,0.83
2009,F,LEANNE,180,0.95
2010,F,LEANNE,157,0.83
2011,F,LEANNE,161,0.84
2012,F,LEANNE,142,0.74
2013,F,LEANNE,153,0.8
2014,F,LEANNE,116,0.6
2015,F,LEANNE,113,0.61
2016,F,LEANNE,115,0.63
2017,F,LEANNE,117,0.67
2018,F,LEANNE,90,0.54
1980,F,LEONIE,9,0.23
1981,F,LEONIE,5,0.11
1982,F,LEONIE,11,0.24
1983,F,LEONIE,11,0.23
1984,F,LEONIE,15,0.3
1985,F,LEONIE,9,0.18
1986,F,LEONIE,11,0.19
1987,F,LEONIE,16,0.27
1988,F,LEONIE,15,0.23
1989,F,LEONIE,20,0.28
1990,F,LEONIE,12,0.14
1991,F,LEONIE,28,0.29
1992,F,LEONIE,33,0.32
1993,F,LEONIE,47,0.44
1994,F,LEONIE,39,0.34
1995,F,LEONIE,35,0.29
1996,F,LEONIE,39,0.31
1997,F,LEONIE,49,0.4
1998,F,LEONIE,51,0.41
1999,F,LEONIE,69,0.54
2000,F,LEONIE,60,0.47
2001,F,LEONIE,68,0.49
2002,F,LEONIE,62,0.44
2003,F,LEONIE,73,0.49
2004,F,LEONIE,89,0.58
2005,F,LEONIE,96,0.6
2006,F,LEONIE,111,0.64
2007,F,LEONIE,119,0.67
2008,F,LEONIE,133,0.71
2009,F,LEONIE,139,0.73
2010,F,LEONIE,134,0.71
2011,F,LEONIE,178,0.93
2012,F,LEONIE,200,1.04
2013,F,LEONIE,174,0.91
2014,F,LEONIE,187,0.97
2015,F,LEONIE,177,0.95
2016,F,LEONIE,158,0.87
2017,F,LEONIE,175,1.01
2018,F,LEONIE,191,1.15
1980,F,LEXIE,0,0
1981,F,LEXIE,0,0
1982,F,LEXIE,0,0
1983,F,LEXIE,0,0
1984,F,LEXIE,0,0
1985,F,LEXIE,0,0
1986,F,LEXIE,0,0
1987,F,LEXIE,0,0
1988,F,LEXIE,0,0
1989,F,LEXIE,1,0.01
1990,F,LEXIE,0,0
1991,F,LEXIE,0,0
1992,F,LEXIE,0,0
1993,F,LEXIE,0,0
1994,F,LEXIE,0,0
1995,F,LEXIE,0,0
1996,F,LEXIE,0,0
1997,F,LEXIE,0,0
1998,F,LEXIE,1,0.01
1999,F,LEXIE,0,0
2000,F,LEXIE,4,0.03
2001,F,LEXIE,4,0.03
2002,F,LEXIE,1,0.01
2003,F,LEXIE,1,0.01
2004,F,LEXIE,1,0.01
2005,F,LEXIE,2,0.01
2006,F,LEXIE,2,0.01
2007,F,LEXIE,2,0.01
2008,F,LEXIE,5,0.03
2009,F,LEXIE,5,0.03
2010,F,LEXIE,25,0.13
2011,F,LEXIE,40,0.21
2012,F,LEXIE,48,0.25
2013,F,LEXIE,82,0.43
2014,F,LEXIE,117,0.61
2015,F,LEXIE,127,0.68
2016,F,LEXIE,136,0.75
2017,F,LEXIE,169,0.97
2018,F,LEXIE,144,0.87
1980,F,LILY,4,0.1
1981,F,LILY,5,0.11
1982,F,LILY,6,0.13
1983,F,LILY,10,0.21
1984,F,LILY,6,0.12
1985,F,LILY,4,0.08
1986,F,LILY,9,0.16
1987,F,LILY,2,0.03
1988,F,LILY,5,0.08
1989,F,LILY,5,0.07
1990,F,LILY,5,0.06
1991,F,LILY,10,0.1
1992,F,LILY,5,0.05
1993,F,LILY,6,0.06
1994,F,LILY,5,0.04
1995,F,LILY,4,0.03
1996,F,LILY,6,0.05
1997,F,LILY,11,0.09
1998,F,LILY,7,0.06
1999,F,LILY,13,0.1
2000,F,LILY,11,0.09
2001,F,LILY,22,0.16
2002,F,LILY,24,0.17
2003,F,LILY,24,0.16
2004,F,LILY,44,0.29
2005,F,LILY,35,0.22
2006,F,LILY,48,0.28
2007,F,LILY,61,0.34
2008,F,LILY,90,0.48
2009,F,LILY,81,0.43
2010,F,LILY,92,0.49
2011,F,LILY,126,0.66
2012,F,LILY,139,0.72
2013,F,LILY,104,0.55
2014,F,LILY,110,0.57
2015,F,LILY,94,0.5
2016,F,LILY,105,0.58
2017,F,LILY,107,0.62
2018,F,LILY,122,0.73
1980,F,LILY-ROSE,0,0
1981,F,LILY-ROSE,0,0
1982,F,LILY-ROSE,0,0
1983,F,LILY-ROSE,0,0
1984,F,LILY-ROSE,0,0
1985,F,LILY-ROSE,0,0
1986,F,LILY-ROSE,0,0
1987,F,LILY-ROSE,0,0
1988,F,LILY-ROSE,0,0
1989,F,LILY-ROSE,0,0
1990,F,LILY-ROSE,0,0
1991,F,LILY-ROSE,0,0
1992,F,LILY-ROSE,0,0
1993,F,LILY-ROSE,0,0
1994,F,LILY-ROSE,0,0
1995,F,LILY-ROSE,0,0
1996,F,LILY-ROSE,0,0
1997,F,LILY-ROSE,0,0
1998,F,LILY-ROSE,0,0
1999,F,LILY-ROSE,0,0
2000,F,LILY-ROSE,1,0.01
2001,F,LILY-ROSE,5,0.04
2002,F,LILY-ROSE,11,0.08
2003,F,LILY-ROSE,14,0.09
2004,F,LILY-ROSE,29,0.19
2005,F,LILY-ROSE,35,0.22
2006,F,LILY-ROSE,66,0.38
2007,F,LILY-ROSE,77,0.43
2008,F,LILY-ROSE,99,0.53
2009,F,LILY-ROSE,155,0.81
2010,F,LILY-ROSE,170,0.9
2011,F,LILY-ROSE,172,0.9
2012,F,LILY-ROSE,131,0.68
2013,F,LILY-ROSE,126,0.66
2014,F,LILY-ROSE,92,0.48
2015,F,LILY-ROSE,109,0.58
2016,F,LILY-ROSE,102,0.56
2017,F,LILY-ROSE,87,0.5
2018,F,LILY-ROSE,73,0.44
1980,F,LINA,30,0.78
1981,F,LINA,29,0.64
1982,F,LINA,23,0.51
1983,F,LINA,21,0.44
1984,F,LINA,31,0.61
1985,F,LINA,27,0.53
1986,F,LINA,20,0.35
1987,F,LINA,16,0.27
1988,F,LINA,16,0.25
1989,F,LINA,18,0.25
1990,F,LINA,16,0.19
1991,F,LINA,13,0.14
1992,F,LINA,11,0.11
1993,F,LINA,18,0.17
1994,F,LINA,15,0.13
1995,F,LINA,15,0.12
1996,F,LINA,22,0.18
1997,F,LINA,16,0.13
1998,F,LINA,16,0.13
1999,F,LINA,21,0.16
2000,F,LINA,37,0.29
2001,F,LINA,31,0.22
2002,F,LINA,39,0.28
2003,F,LINA,51,0.34
2004,F,LINA,67,0.44
2005,F,LINA,89,0.56
2006,F,LINA,100,0.58
2007,F,LINA,106,0.59
2008,F,LINA,123,0.66
2009,F,LINA,103,0.54
2010,F,LINA,96,0.51
2011,F,LINA,102,0.53
2012,F,LINA,107,0.55
2013,F,LINA,132,0.69
2014,F,LINA,95,0.5
2015,F,LINA,100,0.54
2016,F,LINA,102,0.56
2017,F,LINA,102,0.59
2018,F,LINA,76,0.46
1980,F,LIVIA,2,0.05
1981,F,LIVIA,1,0.02
1982,F,LIVIA,1,0.02
1983,F,LIVIA,0,0
1984,F,LIVIA,4,0.08
1985,F,LIVIA,1,0.02
1986,F,LIVIA,1,0.02
1987,F,LIVIA,2,0.03
1988,F,LIVIA,1,0.02
1989,F,LIVIA,1,0.01
1990,F,LIVIA,4,0.05
1991,F,LIVIA,4,0.04
1992,F,LIVIA,2,0.02
1993,F,LIVIA,5,0.05
1994,F,LIVIA,1,0.01
1995,F,LIVIA,2,0.02
1996,F,LIVIA,4,0.03
1997,F,LIVIA,2,0.02
1998,F,LIVIA,3,0.02
1999,F,LIVIA,1,0.01
2000,F,LIVIA,3,0.02
2001,F,LIVIA,6,0.04
2002,F,LIVIA,11,0.08
2003,F,LIVIA,16,0.11
2004,F,LIVIA,55,0.36
2005,F,LIVIA,52,0.33
2006,F,LIVIA,66,0.38
2007,F,LIVIA,74,0.41
2008,F,LIVIA,74,0.39
2009,F,LIVIA,95,0.5
2010,F,LIVIA,95,0.5
2011,F,LIVIA,126,0.66
2012,F,LIVIA,124,0.64
2013,F,LIVIA,204,1.07
2014,F,LIVIA,209,1.09
2015,F,LIVIA,215,1.15
2016,F,LIVIA,265,1.46
2017,F,LIVIA,260,1.5
2018,F,LIVIA,378,2.27
1980,F,MAELIE,0,0
1981,F,MAELIE,0,0
1982,F,MAELIE,0,0
1983,F,MAELIE,0,0
1984,F,MAELIE,0,0
1985,F,MAELIE,1,0.02
1986,F,MAELIE,0,0
1987,F,MAELIE,1,0.02
1988,F,MAELIE,1,0.02
1989,F,MAELIE,0,0
1990,F,MAELIE,0,0
1991,F,MAELIE,0,0
1992,F,MAELIE,1,0.01
1993,F,MAELIE,2,0.02
1994,F,MAELIE,2,0.02
1995,F,MAELIE,0,0
1996,F,MAELIE,2,0.02
1997,F,MAELIE,1,0.01
1998,F,MAELIE,2,0.02
1999,F,MAELIE,1,0.01
2000,F,MAELIE,11,0.09
2001,F,MAELIE,11,0.08
2002,F,MAELIE,23,0.16
2003,F,MAELIE,38,0.25
2004,F,MAELIE,40,0.26
2005,F,MAELIE,74,0.46
2006,F,MAELIE,142,0.82
2007,F,MAELIE,198,1.11
2008,F,MAELIE,257,1.37
2009,F,MAELIE,270,1.42
2010,F,MAELIE,303,1.61
2011,F,MAELIE,280,1.46
2012,F,MAELIE,288,1.49
2013,F,MAELIE,262,1.38
2014,F,MAELIE,203,1.06
2015,F,MAELIE,178,0.96
2016,F,MAELIE,144,0.79
2017,F,MAELIE,152,0.88
2018,F,MAELIE,137,0.82
1980,F,MAELY,0,0
1981,F,MAELY,0,0
1982,F,MAELY,0,0
1983,F,MAELY,0,0
1984,F,MAELY,0,0
1985,F,MAELY,1,0.02
1986,F,MAELY,0,0
1987,F,MAELY,0,0
1988,F,MAELY,0,0
1989,F,MAELY,0,0
1990,F,MAELY,0,0
1991,F,MAELY,0,0
1992,F,MAELY,0,0
1993,F,MAELY,0,0
1994,F,MAELY,2,0.02
1995,F,MAELY,0,0
1996,F,MAELY,0,0
1997,F,MAELY,1,0.01
1998,F,MAELY,2,0.02
1999,F,MAELY,1,0.01
2000,F,MAELY,3,0.02
2001,F,MAELY,2,0.01
2002,F,MAELY,1,0.01
2003,F,MAELY,8,0.05
2004,F,MAELY,17,0.11
2005,F,MAELY,16,0.1
2006,F,MAELY,21,0.12
2007,F,MAELY,39,0.22
2008,F,MAELY,87,0.46
2009,F,MAELY,92,0.48
2010,F,MAELY,102,0.54
2011,F,MAELY,109,0.57
2012,F,MAELY,111,0.58
2013,F,MAELY,112,0.59
2014,F,MAELY,95,0.5
2015,F,MAELY,86,0.46
2016,F,MAELY,98,0.54
2017,F,MAELY,95,0.55
2018,F,MAELY,100,0.6
1980,F,MAEVA,0,0
1981,F,MAEVA,0,0
1982,F,MAEVA,0,0
1983,F,MAEVA,0,0
1984,F,MAEVA,1,0.02
1985,F,MAEVA,2,0.04
1986,F,MAEVA,3,0.05
1987,F,MAEVA,1,0.02
1988,F,MAEVA,3,0.05
1989,F,MAEVA,2,0.03
1990,F,MAEVA,2,0.02
1991,F,MAEVA,5,0.05
1992,F,MAEVA,6,0.06
1993,F,MAEVA,7,0.07
1994,F,MAEVA,9,0.08
1995,F,MAEVA,6,0.05
1996,F,MAEVA,7,0.06
1997,F,MAEVA,13,0.11
1998,F,MAEVA,13,0.1
1999,F,MAEVA,16,0.13
2000,F,MAEVA,16,0.12
2001,F,MAEVA,26,0.19
2002,F,MAEVA,39,0.28
2003,F,MAEVA,71,0.47
2004,F,MAEVA,82,0.54
2005,F,MAEVA,96,0.6
2006,F,MAEVA,128,0.74
2007,F,MAEVA,158,0.89
2008,F,MAEVA,192,1.02
2009,F,MAEVA,193,1.01
2010,F,MAEVA,214,1.13
2011,F,MAEVA,244,1.27
2012,F,MAEVA,280,1.45
2013,F,MAEVA,265,1.39
2014,F,MAEVA,276,1.44
2015,F,MAEVA,258,1.38
2016,F,MAEVA,269,1.48
2017,F,MAEVA,243,1.4
2018,F,MAEVA,219,1.32
1980,F,MAGALIE,29,0.76
1981,F,MAGALIE,27,0.59
1982,F,MAGALIE,23,0.51
1983,F,MAGALIE,15,0.32
1984,F,MAGALIE,23,0.45
1985,F,MAGALIE,21,0.41
1986,F,MAGALIE,31,0.55
1987,F,MAGALIE,41,0.69
1988,F,MAGALIE,25,0.39
1989,F,MAGALIE,25,0.35
1990,F,MAGALIE,61,0.71
1991,F,MAGALIE,45,0.47
1992,F,MAGALIE,47,0.46
1993,F,MAGALIE,50,0.47
1994,F,MAGALIE,42,0.37
1995,F,MAGALIE,36,0.3
1996,F,MAGALIE,61,0.49
1997,F,MAGALIE,43,0.35
1998,F,MAGALIE,31,0.25
1999,F,MAGALIE,48,0.38
2000,F,MAGALIE,58,0.45
2001,F,MAGALIE,89,0.64
2002,F,MAGALIE,84,0.59
2003,F,MAGALIE,87,0.58
2004,F,MAGALIE,94,0.62
2005,F,MAGALIE,106,0.66
2006,F,MAGALIE,115,0.67
2007,F,MAGALIE,101,0.57
2008,F,MAGALIE,122,0.65
2009,F,MAGALIE,107,0.56
2010,F,MAGALIE,109,0.58
2011,F,MAGALIE,202,1.05
2012,F,MAGALIE,149,0.77
2013,F,MAGALIE,129,0.68
2014,F,MAGALIE,99,0.52
2015,F,MAGALIE,107,0.57
2016,F,MAGALIE,88,0.48
2017,F,MAGALIE,92,0.53
2018,F,MAGALIE,96,0.58
1980,F,MAIKA,4,0.1
1981,F,MAIKA,6,0.13
1982,F,MAIKA,5,0.11
1983,F,MAIKA,3,0.06
1984,F,MAIKA,0,0
1985,F,MAIKA,0,0
1986,F,MAIKA,3,0.05
1987,F,MAIKA,6,0.1
1988,F,MAIKA,5,0.08
1989,F,MAIKA,6,0.08
1990,F,MAIKA,4,0.05
1991,F,MAIKA,8,0.08
1992,F,MAIKA,8,0.08
1993,F,MAIKA,7,0.07
1994,F,MAIKA,12,0.1
1995,F,MAIKA,14,0.12
1996,F,MAIKA,7,0.06
1997,F,MAIKA,22,0.18
1998,F,MAIKA,29,0.23
1999,F,MAIKA,46,0.36
2000,F,MAIKA,47,0.37
2001,F,MAIKA,63,0.45
2002,F,MAIKA,86,0.61
2003,F,MAIKA,145,0.97
2004,F,MAIKA,170,1.11
2005,F,MAIKA,210,1.31
2006,F,MAIKA,280,1.63
2007,F,MAIKA,326,1.83
2008,F,MAIKA,330,1.76
2009,F,MAIKA,331,1.74
2010,F,MAIKA,322,1.71
2011,F,MAIKA,229,1.19
2012,F,MAIKA,207,1.07
2013,F,MAIKA,168,0.88
2014,F,MAIKA,136,0.71
2015,F,MAIKA,96,0.52
2016,F,MAIKA,83,0.46
2017,F,MAIKA,81,0.47
2018,F,MAIKA,90,0.54
1980,F,MARIA,69,1.8
1981,F,MARIA,63,1.38
1982,F,MARIA,62,1.37
1983,F,MARIA,65,1.37
1984,F,MARIA,55,1.08
1985,F,MARIA,50,0.98
1986,F,MARIA,51,0.9
1987,F,MARIA,48,0.81
1988,F,MARIA,59,0.91
1989,F,MARIA,47,0.66
1990,F,MARIA,63,0.74
1991,F,MARIA,63,0.66
1992,F,MARIA,48,0.47
1993,F,MARIA,43,0.4
1994,F,MARIA,61,0.53
1995,F,MARIA,67,0.56
1996,F,MARIA,50,0.4
1997,F,MARIA,57,0.46
1998,F,MARIA,59,0.47
1999,F,MARIA,62,0.49
2000,F,MARIA,79,0.62
2001,F,MARIA,76,0.54
2002,F,MARIA,94,0.67
2003,F,MARIA,97,0.65
2004,F,MARIA,93,0.61
2005,F,MARIA,99,0.62
2006,F,MARIA,103,0.6
2007,F,MARIA,94,0.53
2008,F,MARIA,91,0.48
2009,F,MARIA,96,0.5
2010,F,MARIA,91,0.48
2011,F,MARIA,78,0.41
2012,F,MARIA,84,0.44
2013,F,MARIA,92,0.48
2014,F,MARIA,75,0.39
2015,F,MARIA,91,0.49
2016,F,MARIA,66,0.36
2017,F,MARIA,67,0.39
2018,F,MARIA,57,0.34
1980,F,MARIANNE,116,3.02
1981,F,MARIANNE,151,3.32
1982,F,MARIANNE,107,2.36
1983,F,MARIANNE,118,2.49
1984,F,MARIANNE,98,1.93
1985,F,MARIANNE,86,1.68
1986,F,MARIANNE,94,1.66
1987,F,MARIANNE,85,1.43
1988,F,MARIANNE,82,1.27
1989,F,MARIANNE,99,1.4
1990,F,MARIANNE,109,1.28
1991,F,MARIANNE,149,1.55
1992,F,MARIANNE,186,1.81
1993,F,MARIANNE,217,2.02
1994,F,MARIANNE,215,1.88
1995,F,MARIANNE,202,1.67
1996,F,MARIANNE,252,2.01
1997,F,MARIANNE,263,2.12
1998,F,MARIANNE,228,1.82
1999,F,MARIANNE,248,1.94
2000,F,MARIANNE,287,2.24
2001,F,MARIANNE,268,1.92
2002,F,MARIANNE,243,1.72
2003,F,MARIANNE,243,1.62
2004,F,MARIANNE,213,1.39
2005,F,MARIANNE,227,1.42
2006,F,MARIANNE,230,1.34
2007,F,MARIANNE,205,1.15
2008,F,MARIANNE,253,1.35
2009,F,MARIANNE,241,1.27
2010,F,MARIANNE,210,1.11
2011,F,MARIANNE,228,1.19
2012,F,MARIANNE,186,0.96
2013,F,MARIANNE,155,0.81
2014,F,MARIANNE,139,0.72
2015,F,MARIANNE,82,0.44
2016,F,MARIANNE,106,0.58
2017,F,MARIANNE,79,0.46
2018,F,MARIANNE,71,0.43
1980,F,MARILOU,54,1.41
1981,F,MARILOU,78,1.71
1982,F,MARILOU,68,1.5
1983,F,MARILOU,61,1.29
1984,F,MARILOU,68,1.34
1985,F,MARILOU,68,1.33
1986,F,MARILOU,49,0.87
1987,F,MARILOU,54,0.91
1988,F,MARILOU,81,1.25
1989,F,MARILOU,75,1.06
1990,F,MARILOU,120,1.4
1991,F,MARILOU,94,0.98
1992,F,MARILOU,76,0.74
1993,F,MARILOU,91,0.85
1994,F,MARILOU,72,0.63
1995,F,MARILOU,123,1.02
1996,F,MARILOU,102,0.82
1997,F,MARILOU,110,0.89
1998,F,MARILOU,115,0.92
1999,F,MARILOU,99,0.77
2000,F,MARILOU,82,0.64
2001,F,MARILOU,100,0.71
2002,F,MARILOU,119,0.84
2003,F,MARILOU,115,0.77
2004,F,MARILOU,154,1.01
2005,F,MARILOU,127,0.79
2006,F,MARILOU,161,0.94
2007,F,MARILOU,151,0.85
2008,F,MARILOU,173,0.92
2009,F,MARILOU,150,0.79
2010,F,MARILOU,143,0.76
2011,F,MARILOU,144,0.75
2012,F,MARILOU,140,0.73
2013,F,MARILOU,105,0.55
2014,F,MARILOU,90,0.47
2015,F,MARILOU,83,0.45
2016,F,MARILOU,69,0.38
2017,F,MARILOU,60,0.35
2018,F,MARILOU,52,0.31
1980,F,MATHILDE,10,0.26
1981,F,MATHILDE,6,0.13
1982,F,MATHILDE,7,0.15
1983,F,MATHILDE,12,0.25
1984,F,MATHILDE,11,0.22
1985,F,MATHILDE,11,0.22
1986,F,MATHILDE,6,0.11
1987,F,MATHILDE,22,0.37
1988,F,MATHILDE,20,0.31
1989,F,MATHILDE,14,0.2
1990,F,MATHILDE,25,0.29
1991,F,MATHILDE,33,0.34
1992,F,MATHILDE,39,0.38
1993,F,MATHILDE,51,0.48
1994,F,MATHILDE,66,0.58
1995,F,MATHILDE,80,0.66
1996,F,MATHILDE,98,0.78
1997,F,MATHILDE,101,0.82
1998,F,MATHILDE,86,0.69
1999,F,MATHILDE,110,0.86
2000,F,MATHILDE,114,0.89
2001,F,MATHILDE,159,1.14
2002,F,MATHILDE,155,1.1
2003,F,MATHILDE,179,1.2
2004,F,MATHILDE,179,1.17
2005,F,MATHILDE,171,1.07
2006,F,MATHILDE,160,0.93
2007,F,MATHILDE,159,0.89
2008,F,MATHILDE,187,1
2009,F,MATHILDE,155,0.81
2010,F,MATHILDE,136,0.72
2011,F,MATHILDE,125,0.65
2012,F,MATHILDE,115,0.6
2013,F,MATHILDE,108,0.57
2014,F,MATHILDE,101,0.53
2015,F,MATHILDE,113,0.61
2016,F,MATHILDE,106,0.58
2017,F,MATHILDE,118,0.68
2018,F,MATHILDE,99,0.6
1980,F,MAUDE,136,3.54
1981,F,MAUDE,139,3.05
1982,F,MAUDE,167,3.69
1983,F,MAUDE,220,4.65
1984,F,MAUDE,266,5.24
1985,F,MAUDE,194,3.79
1986,F,MAUDE,220,3.89
1987,F,MAUDE,280,4.72
1988,F,MAUDE,269,4.16
1989,F,MAUDE,279,3.93
1990,F,MAUDE,352,4.12
1991,F,MAUDE,399,4.15
1992,F,MAUDE,519,5.04
1993,F,MAUDE,406,3.79
1994,F,MAUDE,449,3.93
1995,F,MAUDE,605,5.01
1996,F,MAUDE,554,4.43
1997,F,MAUDE,463,3.74
1998,F,MAUDE,537,4.3
1999,F,MAUDE,516,4.04
2000,F,MAUDE,437,3.41
2001,F,MAUDE,353,2.52
2002,F,MAUDE,306,2.16
2003,F,MAUDE,282,1.88
2004,F,MAUDE,220,1.44
2005,F,MAUDE,190,1.19
2006,F,MAUDE,158,0.92
2007,F,MAUDE,165,0.93
2008,F,MAUDE,181,0.96
2009,F,MAUDE,156,0.82
2010,F,MAUDE,154,0.82
2011,F,MAUDE,108,0.56
2012,F,MAUDE,104,0.54
2013,F,MAUDE,96,0.5
2014,F,MAUDE,81,0.42
2015,F,MAUDE,63,0.34
2016,F,MAUDE,57,0.31
2017,F,MAUDE,42,0.24
2018,F,MAUDE,43,0.26
1980,F,MAYA,26,0.68
1981,F,MAYA,24,0.53
1982,F,MAYA,16,0.35
1983,F,MAYA,18,0.38
1984,F,MAYA,23,0.45
1985,F,MAYA,14,0.27
1986,F,MAYA,10,0.18
1987,F,MAYA,17,0.29
1988,F,MAYA,15,0.23
1989,F,MAYA,7,0.1
1990,F,MAYA,10,0.12
1991,F,MAYA,15,0.16
1992,F,MAYA,19,0.18
1993,F,MAYA,18,0.17
1994,F,MAYA,28,0.24
1995,F,MAYA,30,0.25
1996,F,MAYA,34,0.27
1997,F,MAYA,27,0.22
1998,F,MAYA,46,0.37
1999,F,MAYA,72,0.56
2000,F,MAYA,77,0.6
2001,F,MAYA,107,0.76
2002,F,MAYA,115,0.81
2003,F,MAYA,157,1.05
2004,F,MAYA,204,1.34
2005,F,MAYA,210,1.31
2006,F,MAYA,243,1.41
2007,F,MAYA,253,1.42
2008,F,MAYA,209,1.11
2009,F,MAYA,206,1.08
2010,F,MAYA,207,1.1
2011,F,MAYA,162,0.84
2012,F,MAYA,165,0.86
2013,F,MAYA,163,0.86
2014,F,MAYA,155,0.81
2015,F,MAYA,135,0.72
2016,F,MAYA,130,0.71
2017,F,MAYA,116,0.67
2018,F,MAYA,109,0.66
1980,F,MEGAN,5,0.13
1981,F,MEGAN,4,0.09
1982,F,MEGAN,3,0.07
1983,F,MEGAN,7,0.15
1984,F,MEGAN,6,0.12
1985,F,MEGAN,26,0.51
1986,F,MEGAN,26,0.46
1987,F,MEGAN,24,0.4
1988,F,MEGAN,25,0.39
1989,F,MEGAN,22,0.31
1990,F,MEGAN,32,0.37
1991,F,MEGAN,41,0.43
